ExposureNumber,FilePath,FilterName,ExposureStart,Duration,Binning,CameraTemp,CameraTargetTemp,Gain,Offset,ADUStDev,ADUMean,ADUMedian,ADUMin,ADUMax,DetectedStars,HFR,HFRStDev,FWHM,Eccentricity,GuidingRMS,GuidingRMSArcSec,GuidingRMSRA,GuidingRMSRAArcSec,GuidingRMSDEC,GuidingRMSDECArcSec,FocuserPosition,FocuserTemp,RotatorPosition,PierSide,Airmass,ExposureStartUTC,MountRA,MountDec,ImageType
95,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0095.fits,L,2026-03-15T02:10:00Z,30,1x1,-15,-15,0,50,104.0364,520.4777,519,407,65535,791,2.5454,0.2901,3.965102499763455,0.43278984532423537,1.0649,0.9229,0.811,0.7029,0.6901,0.5981,20962,5.485,270.1491,East,1.2976,2026-03-15T06:10:27Z,148.84041822360896,69.32140343276392,LIGHT
96,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0096.fits,L,2026-03-15T02:10:00Z,30,1x1,-15,-15,0,50,105.2532,520.516,519,393,65535,787,2.5227,0.2868,3.9019586413808462,0.3706383483198097,1.1815,1.0239,0.9763,0.8461,0.6654,0.5767,20962,5.485,270.1491,East,1.2981,2026-03-15T06:10:58Z,148.84041823705908,69.321403405792,LIGHT
97,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0097.fits,L,2026-03-15T02:11:00Z,30,1x1,-15,-15,0,50,100.3161,520.5459,519,396,65535,768,2.6441,0.3353,4.109779603024367,0.4380360606510686,1.1101,0.9621,0.8433,0.7309,0.7218,0.6256,20962,5.48,270.1491,East,1.2987,2026-03-15T06:11:28Z,148.8362280726361,69.32139740609769,LIGHT
98,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0098.fits,L,2026-03-15T02:13:00Z,30,1x1,-15,-15,0,50,105.812,520.5955,519,378,65535,785,2.496,0.3069,3.8114859850846448,0.5064652970261282,1.0665,0.9243,0.6211,0.5383,0.867,0.7514,20948,5.49,270.1491,East,1.3013,2026-03-15T06:13:38Z,148.83622813086774,69.3213972894437,LIGHT
99,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0099.fits,L,2026-03-15T02:14:00Z,30,1x1,-15,-15,0,50,105.6858,520.6146,519,394,65535,789,2.52,0.3177,3.9217386317117664,0.5069582870673915,0.8305,0.7197,0.5228,0.4531,0.6453,0.5593,20948,5.495,270.1491,East,1.3019,2026-03-15T06:14:09Z,148.83622814521055,69.32139726072269,LIGHT
100,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0100.fits,L,2026-03-15T02:14:00Z,30,1x1,-15,-15,0,50,101.9821,520.6367,519,397,65535,735,2.6766,0.2762,4.1689362109210775,0.5894721563758321,1.0526,0.9123,0.6174,0.5351,0.8525,0.7388,20948,5.5,270.1491,East,1.3026,2026-03-15T06:14:46Z,148.836228161356,69.32139722839753,LIGHT
101,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0101.fits,L,2026-03-15T02:15:00Z,30,1x1,-14.9,-15,0,50,108.9127,520.6725,519,387,65535,801,2.4213,0.2532,3.694860638796637,0.4570168573192768,0.8202,0.7108,0.582,0.5044,0.5778,0.5008,20948,5.5,270.1491,East,1.3032,2026-03-15T06:15:16Z,148.8362281748047,69.32139720147605,LIGHT
102,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0102.fits,L,2026-03-15T02:15:00Z,30,1x1,-15,-15,0,50,103.1882,520.7235,519,399,65535,775,2.5877,0.3092,3.9821867865908143,0.4813215122935493,0.9042,0.7836,0.6216,0.5387,0.6566,0.5691,20948,5.5,270.1491,East,1.3038,2026-03-15T06:15:47Z,148.8362281882651,69.32139717453514,LIGHT
103,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0103.fits,L,2026-03-15T02:16:00Z,30,1x1,-15,-15,0,50,109.0258,520.6838,519,398,65535,793,2.3393,0.2523,3.509316707212343,0.4598199158148575,0.8094,0.7014,0.5341,0.4628,0.6082,0.5271,20948,5.5,270.1491,East,1.3044,2026-03-15T06:16:17Z,148.83622820265072,69.32139714574693,LIGHT
104,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0104.fits,L,2026-03-15T02:16:00Z,30,1x1,-15,-15,0,50,102.8412,520.7467,519,369,65535,743,2.6297,0.3233,4.064099597928206,0.4658769797209706,0.9564,0.8288,0.7361,0.6379,0.6106,0.5292,20948,5.5,270.1491,East,1.305,2026-03-15T06:16:48Z,148.83622821607864,69.32139711887936,LIGHT
105,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0105.fits,L,2026-03-15T02:17:00Z,30,1x1,-15,-15,0,50,103.5593,520.7406,519,392,65535,766,2.5965,0.303,4.064861106481647,0.4765211468525388,1.0323,0.8947,0.7225,0.6261,0.73740000000000006,0.6391,20948,5.495,270.1491,East,1.3057,2026-03-15T06:17:19Z,148.83622822955013,69.32139709192865,LIGHT
106,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0106.fits,L,2026-03-15T02:17:00Z,30,1x1,-15,-15,0,50,105.5025,520.7128,519,401,65535,739,2.6086,0.2821,4.006648504297912,0.5565527282733727,1.318,1.1422,0.6829,0.5918,1.1273,0.977,20948,5.485,270.1491,East,1.3063,2026-03-15T06:17:50Z,148.8362282439271,69.32139706317088,LIGHT
107,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0107.fits,L,2026-03-15T02:18:00Z,30,1x1,-15,-15,0,50,106.3385,520.7224,519,393,65535,746,2.592,0.3061,3.9137567479731263,0.5434519835343518,1.3958,1.2097,1.0925,0.9468,0.8688,0.7529,20948,5.475,270.1491,East,1.3069,2026-03-15T06:18:20Z,148.83622825738277,69.32139703626028,LIGHT
108,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0108.fits,L,2026-03-15T02:20:00Z,30,1x1,-15.1,-15,0,50,104.189,520.6804,519,367,65535,761,2.6623,0.3131,4.254379043204414,0.4016587141063499,1.3837,1.1992,0.9645,0.8359,0.9922,0.8599,20938,5.465,270.1491,East,1.3094,2026-03-15T06:20:17Z,148.8320381338156,69.32139095688599,LIGHT
109,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0109.fits,L,2026-03-15T02:20:00Z,30,1x1,-15.1,-15,0,50,110.6197,520.739,519,382,65535,777,2.4908,0.2572,3.8216999117709647,0.4813524375301269,0.9154,0.7934,0.761,0.6595,0.5088,0.441,20938,5.47,270.1491,East,1.31,2026-03-15T06:20:48Z,148.83203814730126,69.32139092994801,LIGHT
110,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0110.fits,L,2026-03-15T02:21:00Z,30,1x1,-15.1,-15,0,50,111.3569,520.7184,519,381,65535,787,2.4959,0.2727,3.859309161374163,0.4591371858433214,1.0371,0.8988,0.7998,0.6931,0.6602,0.5722,20938,5.47,270.1491,East,1.3107,2026-03-15T06:21:24Z,148.83203816348933,69.32139089761719,LIGHT
111,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0111.fits,L,2026-03-15T02:21:00Z,30,1x1,-15,-15,0,50,111.4023,520.7659,519,391,65535,803,2.478,0.2636,3.862794693971584,0.5268853641316616,0.9387,0.8135,0.7177,0.622,0.605,0.5244,20938,5.48,270.1491,East,1.3114,2026-03-15T06:21:55Z,148.83203817697333,69.32139087069143,LIGHT
112,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0112.fits,L,2026-03-15T02:22:00Z,30,1x1,-15,-15,0,50,105.8694,520.7998,519,389,65535,759,2.5754,0.2921,3.958490109142007,0.4861987711972407,1.2339,1.0693,1.0229,0.8865,0.69,0.598,20938,5.465,270.1491,East,1.312,2026-03-15T06:22:25Z,148.83203819135522,69.32139084197719,LIGHT
113,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0113.fits,L,2026-03-15T02:22:00Z,30,1x1,-15,-15,0,50,108.3873,520.7974,519,403,65535,779,2.5184,0.2803,3.891057812971612,0.5489875769739188,1.145,0.9923,0.6077,0.5267,0.9703,0.841,20938,5.415,270.1491,East,1.3127,2026-03-15T06:22:56Z,148.83203820486426,69.32139081500983,LIGHT
114,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0114.fits,L,2026-03-15T02:23:00Z,30,1x1,-15,-15,0,50,105.7527,520.8246,519,391,65535,746,2.662,0.3084,4.198185834074418,0.5341191769936918,1.1661,1.0106,0.7042,0.6103,0.9295,0.8055,20938,5.4,270.1491,East,1.3133,2026-03-15T06:23:27Z,148.83203821838185,69.32139078802938,LIGHT
115,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0115.fits,L,2026-03-15T02:23:00Z,30,1x1,-15,-15,0,50,110.6194,520.8386,519,379,65535,773,2.5486,0.2759,3.9676015920761993,0.3907997152820517,0.7859,0.6811,0.6198,0.5372,0.4833,0.4188,20938,5.375,270.1491,East,1.314,2026-03-15T06:23:57Z,148.8320382327767,69.32139075930247,LIGHT
116,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0116.fits,L,2026-03-15T02:24:00Z,30,1x1,-15,-15,0,50,110.1698,520.8176,519,388,65535,783,2.4966,0.2841,3.863432491155579,0.4545313912005746,1.1566,1.0024,0.7957,0.6896,0.8394,0.7275,20938,5.34,270.1491,East,1.3147,2026-03-15T06:24:28Z,148.83203824625585,69.32139073240707,LIGHT
117,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0117.fits,L,2026-03-15T02:24:00Z,30,1x1,-15,-15,0,50,114.5467,520.8199,519,394,65535,787,2.4183,0.2545,3.717192231912755,0.45401091096871327,0.911,0.7896,0.705,0.611,0.577,0.5001,20938,5.295,270.1491,East,1.3153,2026-03-15T06:24:58Z,148.83203825976483,69.32139070545628,LIGHT
118,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0118.fits,L,2026-03-15T02:25:00Z,30,1x1,-15,-15,0,50,111.3921,520.8883,519,378,65535,777,2.5548,0.284,3.9855455484109905,0.39968220911958247,0.865,0.7496,0.6609,0.5728,0.558,0.4836,20938,5.265,270.1491,East,1.316,2026-03-15T06:25:29Z,148.82784809883174,69.32138470267778,LIGHT
119,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0119.fits,L,2026-03-15T02:25:00Z,30,1x1,-15,-15,0,50,110.8381,520.8592,519,383,65535,770,2.5495,0.2781,3.9391782531147936,0.5091316158564676,0.9477,0.8213,0.5292,0.4586,0.7862,0.6814,20938,5.235,270.1491,East,1.3167,2026-03-15T06:25:59Z,148.82784811237366,69.32138467568234,LIGHT
120,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0120.fits,L,2026-03-15T02:26:00Z,30,1x1,-15.1,-15,0,50,107.2686,520.8701,520,393,65535,781,2.4264,0.2543,3.706793487266792,0.4183591086875954,0.8739,0.7574,0.6555,0.5681,0.578,0.5009,20938,5.18,270.1491,East,1.3174,2026-03-15T06:26:37Z,148.82784812859117,69.3213846433586,LIGHT
121,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0121.fits,L,2026-03-15T02:27:00Z,30,1x1,-15,-15,0,50,107.0378,520.8759,520,404,65535,795,2.3917,0.2673,3.681493471362412,0.4957435060449675,0.7752,0.6718,0.57,0.494,0.5254,0.4554,20938,5.12,270.1491,East,1.3181,2026-03-15T06:27:07Z,148.82784814301755,69.32138461460961,LIGHT
122,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0122.fits,L,2026-03-15T02:27:00Z,30,1x1,-15,-15,0,50,107.1034,520.917,520,383,65535,779,2.4322,0.2586,3.663689237215002,0.4301066733957062,0.8262,0.716,0.6441,0.5582,0.5173,0.4484,20938,5.1,270.1491,East,1.3188,2026-03-15T06:27:38Z,148.82784815654134,69.32138458766353,LIGHT
123,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0123.fits,L,2026-03-15T02:28:00Z,30,1x1,-15,-15,0,50,98.4196,520.9652,520,367,65535,740,2.6903,0.3272,4.233907500625135,0.5089423389698577,1.4525,1.2588,1.0973,0.951,0.9517,0.8248,20938,5.065,270.1491,East,1.3195,2026-03-15T06:28:09Z,148.82784817006564,69.32138456072049,LIGHT
124,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0124.fits,L,2026-03-15T02:28:00Z,30,1x1,-15,-15,0,50,83.9157,520.9508,520,400,61070,659,3.1833,0.4288,5.408504112231196,0.46545010333552334,1.7294,1.4988,1.222,1.0591,1.2238,1.0606,20938,5.025,270.1491,East,1.3202,2026-03-15T06:28:39Z,148.82784818448653,69.3213845319957,LIGHT
125,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0125.fits,L,2026-03-15T02:29:00Z,30,1x1,-15,-15,0,50,106.9012,521.0072,520,404,65535,746,2.5561,0.2719,3.860886284633899,0.5889540100468252,1.1845,1.0266,0.7978,0.6914,0.8756,0.7589,20938,5.01,270.1491,East,1.3209,2026-03-15T06:29:10Z,148.8278481980354,69.32138450501198,LIGHT
126,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0126.fits,L,2026-03-15T02:31:00Z,30,1x1,-15,-15,0,50,94.1715,520.9838,520,392,65535,694,2.7236,0.3751,4.053593876382246,0.39003521245243833,1.5032,1.3028,1.0092,0.8747,1.1141,0.9655,20966,5.13,270.1491,East,1.3238,2026-03-15T06:31:21Z,148.82784825667594,69.32138438827144,LIGHT
127,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0127.fits,L,2026-03-15T02:31:00Z,30,1x1,-15.1,-15,0,50,111.3755,521.003,520,390,65535,771,2.3784,0.2849,3.4747841079336625,0.47274032990365783,0.774,0.6708,0.4074,0.3531,0.6581,0.5703,20966,5.135,270.1491,East,1.3245,2026-03-15T06:31:51Z,148.82784827113022,69.32138435950776,LIGHT
128,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0128.fits,L,2026-03-15T02:32:00Z,30,1x1,-15,-15,0,50,109.0106,521.0755,520,398,65535,796,2.3847,0.2952,3.556379523776649,0.4767787627333376,1.399,1.2125,0.8818,0.7642,1.0862,0.9414,20966,5.145,270.1491,East,1.3252,2026-03-15T06:32:22Z,148.82365811062877,69.32137835780294,LIGHT
129,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0129.fits,L,2026-03-15T02:32:00Z,30,1x1,-15,-15,0,50,98.2139,521.0784,520,397,65535,751,2.6133,0.349,3.9426711221683126,0.5045251453160136,1.0718,0.9289,0.595,0.5157,0.8914,0.7726,20966,5.15,270.1491,East,1.3259,2026-03-15T06:32:53Z,148.82365812416302,69.321378330891,LIGHT
130,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0130.fits,L,2026-03-15T02:33:00Z,30,1x1,-15,-15,0,50,90.3745,521.1891,520,395,65535,690,2.9294,0.3887,4.66427703267574,0.4281273985941014,1.329,1.1518,0.8604,0.7457,1.0129,0.8779,20966,5.14,270.1491,East,1.3268,2026-03-15T06:33:30Z,148.8236581413176,69.32137829678608,LIGHT
131,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0131.fits,L,2026-03-15T02:34:00Z,30,1x1,-15,-15,0,50,101.155,521.206,520,406,65535,736,2.6778,0.3448,4.079221542589783,0.5030588576743306,1.1931,1.034,0.7558,0.655,0.9232,0.8001,20966,5.095,270.1491,East,1.3275,2026-03-15T06:34:00Z,148.82365815485932,69.32137826986836,LIGHT
132,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0132.fits,L,2026-03-15T02:36:00Z,30,1x1,-15,-15,0,50,117.0615,521.2138,520,386,65535,791,2.2222,0.2402,3.2418883624202883,0.45771150742366445,0.7593,0.658,0.5274,0.4571,0.5462,0.4734,20939,5.105,270.1491,East,1.3304,2026-03-15T06:36:06Z,148.82365821183697,69.32137815665463,LIGHT
133,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0133.fits,L,2026-03-15T02:36:00Z,30,1x1,-15.1,-15,0,50,114.8889,521.1842,520,373,65535,798,2.3408,0.2534,3.5171290531939077,0.557424131993841,1.1301,0.9795,0.6319,0.5476,0.937,0.812,20939,5.105,270.1491,East,1.3312,2026-03-15T06:36:37Z,148.82365822633716,69.32137812785436,LIGHT
134,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0134.fits,L,2026-03-15T02:37:00Z,30,1x1,-15.1,-15,0,50,113.0895,521.1919,520,402,65535,786,2.4153,0.2658,3.6616586542685594,0.42344636549413023,0.9252,0.8018,0.7761,0.6726,0.5035,0.4364,20939,5.105,270.1491,East,1.3319,2026-03-15T06:37:08Z,148.82365823989252,69.32137810093492,LIGHT
135,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0135.fits,L,2026-03-15T02:37:00Z,30,1x1,-15,-15,0,50,110.0627,521.2661,520,377,65535,767,2.5026,0.2605,3.807361061144832,0.4333451155803519,1.0358,0.8976,0.6963,0.6035,0.7667,0.6645,20939,5.105,270.1491,East,1.3326,2026-03-15T06:37:38Z,148.8236582534841,69.32137807394754,LIGHT
136,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0136.fits,L,2026-03-15T02:38:00Z,30,1x1,-15,-15,0,50,113.0553,521.3167,520,371,65535,793,2.3883,0.2791,3.576725885058446,0.3972950489842614,1.0659,0.9238,0.8118,0.7035,0.6908,0.5987,20939,5.085,270.1491,East,1.3334,2026-03-15T06:38:09Z,148.81946809511211,69.32137206990198,LIGHT
137,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0137.fits,L,2026-03-15T02:40:00Z,30,1x1,-15.1,-15,0,50,119.1919,521.34,520,384,65535,805,2.2819,0.2345,3.4097370879280384,0.4360880434080435,0.7477,0.648,0.6352,0.5505,0.3944,0.3418,20923,5.005,270.1491,East,1.3365,2026-03-15T06:40:17Z,148.81946815311522,69.32137195484923,LIGHT
138,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0138.fits,L,2026-03-15T02:40:00Z,30,1x1,-15.1,-15,0,50,119.8355,521.3849,520,374,65535,809,2.2647,0.2434,3.392460988073047,0.4394954551824965,0.7668,0.6645,0.5969,0.5173,0.4813,0.4172,20923,5.005,270.1491,East,1.3372,2026-03-15T06:40:48Z,148.81946816670953,69.32137192789472,LIGHT
139,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0139.fits,L,2026-03-15T02:41:00Z,30,1x1,-15,-15,0,50,116.4886,521.3663,520,395,65535,806,2.3544,0.2604,3.5564124344245154,0.47637551848806026,1.0873,0.9423,0.722,0.6258,0.8129,0.7045,20923,5.005,270.1491,East,1.338,2026-03-15T06:41:19Z,148.819468180322,69.32137190090825,LIGHT
140,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0140.fits,L,2026-03-15T02:41:00Z,30,1x1,-15,-15,0,50,117.4512,521.3508,520,391,65535,795,2.3406,0.2434,3.5206545911377636,0.5126834129325839,0.9293,0.8054,0.5962,0.5167,0.7129,0.6178,20923,5.005,270.1491,East,1.3388,2026-03-15T06:41:55Z,148.8194681966401,69.32137186856325,LIGHT
141,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0141.fits,L,2026-03-15T02:42:00Z,30,1x1,-15,-15,0,50,119.3993,521.3712,520,383,65535,814,2.2927,0.2477,3.446978420896859,0.3923543015133699,0.8223,0.7127,0.5553,0.4813,0.6065,0.5256,20923,5.005,270.1491,East,1.3396,2026-03-15T06:42:25Z,148.81946821115156,69.32137183980414,LIGHT
142,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0142.fits,L,2026-03-15T02:42:00Z,30,1x1,-15,-15,0,50,116.5654,521.4287,520,400,65535,801,2.3681,0.2746,3.6017240161685646,0.5274650138767084,1.2475,1.0811,0.7265,0.6297,1.0141,0.8789,20923,5.005,270.1491,East,1.3404,2026-03-15T06:42:56Z,148.81946822476482,69.32137181282926,LIGHT
143,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0143.fits,L,2026-03-15T02:43:00Z,30,1x1,-15,-15,0,50,118.4062,521.4725,520,383,65535,800,2.3206,0.241,3.4824784202021943,0.4806948334439915,0.8315,0.7207,0.5907,0.512,0.5852,0.5072,20923,5,270.1491,East,1.3411,2026-03-15T06:43:27Z,148.81946823834957,69.32137178591498,LIGHT
144,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0144.fits,L,2026-03-15T02:43:00Z,30,1x1,-15,-15,0,50,120.9172,521.5542,520,383,65535,821,2.1949,0.2431,3.255517034953737,0.5088654953362566,0.6183,0.5359,0.3937,0.3412,0.4768,0.4132,20923,5,270.1491,East,1.3419,2026-03-15T06:43:58Z,148.81946825285817,69.32137175717469,LIGHT
145,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0145.fits,L,2026-03-15T02:44:00Z,30,1x1,-15,-15,0,50,117.7142,521.5943,520,377,65535,802,2.2929,0.2535,3.4430023287523857,0.4148608732418194,0.7403,0.6416,0.5825,0.5049,0.4569,0.396,20923,5,270.1491,East,1.3427,2026-03-15T06:44:28Z,148.81946826650446,69.3213717301469,LIGHT
146,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0146.fits,L,2026-03-15T02:44:00Z,30,1x1,-15,-15,0,50,114.1338,521.6093,520,382,65535,772,2.433,0.2689,3.64907853605748,0.43088826719735146,0.9001,0.7801,0.6187,0.5362,0.6537,0.5666,20923,5,270.1491,East,1.3434,2026-03-15T06:44:59Z,148.8194682801277,69.32137170316882,LIGHT
147,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0147.fits,L,2026-03-15T02:45:00Z,30,1x1,-15,-15,0,50,115.9014,521.617,520,385,65535,787,2.3862,0.2511,3.593405930587337,0.39717730817918334,1.0649,0.9229,0.8433,0.7309,0.6503,0.5636,20923,5,270.1491,East,1.3442,2026-03-15T06:45:29Z,148.81946829464346,69.3213716744276,LIGHT
148,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0148.fits,L,2026-03-15T02:46:00Z,30,1x1,-15,-15,0,50,113.6254,521.6472,520,396,65535,784,2.4601,0.2758,3.769523196207134,0.4265971984173837,0.9229,0.79990000000000006,0.5721,0.4958,0.7242,0.6277,20923,5,270.1491,East,1.345,2026-03-15T06:46:00Z,148.81946830827275,69.3213716474457,LIGHT
149,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0149.fits,L,2026-03-15T02:46:00Z,30,1x1,-15,-15,0,50,108.742,521.5872,520,381,65535,749,2.6633,0.2797,4.195870260721509,0.4847078005511235,1.1572,1.0029,0.7672,0.6649,0.8664,0.7509,20923,5,270.1491,East,1.3458,2026-03-15T06:46:30Z,148.81527815033405,69.32136564451244,LIGHT
150,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0150.fits,L,2026-03-15T02:48:00Z,30,1x1,-15.1,-15,0,50,111.9363,521.669,520,378,65535,788,2.452,0.2714,3.7363152237754926,0.4058989615160911,0.9238,0.8006,0.575,0.4983,0.7231,0.6266,20929,5,270.1491,East,1.349,2026-03-15T06:48:33Z,148.81527820668853,69.32136553305973,LIGHT
151,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0151.fits,L,2026-03-15T02:49:00Z,30,1x1,-15.1,-15,0,50,99.6386,521.6797,520,379,65535,684,2.8303,0.3412,4.432395529897624,0.38416602384808857,1.1238,0.974,0.731,0.6336,0.8536,0.7398,20929,5,270.1491,East,1.3497,2026-03-15T06:49:04Z,148.81527822030827,69.32136550613421,LIGHT
152,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0152.fits,L,2026-03-15T02:49:00Z,30,1x1,-15,-15,0,50,106.9912,521.6824,520,383,65535,739,2.6445,0.3193,4.031523211226185,0.5940480350508515,1.5953,1.3826,1.0496,0.9096,1.2015,1.0413,20929,5,270.1491,East,1.3505,2026-03-15T06:49:35Z,148.81527823396718,69.32136547913532,LIGHT
